マスター,地名,センター（center.csvを使わない場合は空白化）,燃えるごみ,資源物（紙・布類、ビン・缶）,燃えないごみ,ペットボトル,
15,大立野北,佐賀市清掃工場,火 金,水1 水3 *5 20241228,水2 水4 *6,水2 水4,N
15,大立野東,佐賀市清掃工場,火 金,水1 水3 *5 20241228,水2 水4 *6,水2 水4,N
15,麦新ヶ江,佐賀市清掃工場,火 金,水1 水3 *5 20241228,水2 水4 *6,水2 水4,N
16,三瀬,佐賀市清掃工場,月 木,木1 木3 20241230,木2 木4,木2 木4,三瀬
17,石塚,佐賀市清掃工場,月 木,金2 金4,金1 金3 20241231,金1 金3 20241231,諸富①
17,東搦一区,佐賀市清掃工場,月 木,金2 金4,金1 金3 20241231,金1 金3 20241231,諸富①
17,東搦二区,佐賀市清掃工場,月 木,金2 金4,金1 金3 20241231,金1 金3 20241231,諸富①
17,西搦,佐賀市清掃工場,月 木,金2 金4,金1 金3 20241231,金1 金3 20241231,諸富①
17,浮盃,佐賀市清掃工場,月 木,金2 金4,金1 金3 20241231,金1 金3 20241231,諸富①
17,大中島,佐賀市清掃工場,月 木,金2 金4,金1 金3 20241231,金1 金3 20241231,諸富①
17,為重,佐賀市清掃工場,月 木,金2 金4,金1 金3 20241231,金1 金3 20241231,諸富①
17,上下,佐賀市清掃工場,月 木,金2 金4,金1 金3 20241231,金1 金3 20241231,諸富①
17,三重,佐賀市清掃工場,月 木,金2 金4,金1 金3 20241231,金1 金3 20241231,諸富①
17,福田（208号南側）,佐賀市清掃工場,月 木,金2 金4,金1 金3 20241231,金1 金3 20241231,諸富①
17,山領（208号南側）,佐賀市清掃工場,月 木,金2 金4,金1 金3 20241231,金1 金3 20241231,諸富①
17,野町（208号南側）,佐賀市清掃工場,月 木,金2 金4,金1 金3 20241231,金1 金3 20241231,諸富①
17,小杭（208号南側）,佐賀市清掃工場,月 木,金2 金4,金1 金3 20241231,金1 金3 20241231,諸富①
17,東寺井,佐賀市清掃工場,月 木,金2 金4,金1 金3 20241231,金1 金3 20241231,諸富①
17,西寺井,佐賀市清掃工場,月 木,金2 金4,金1 金3 20241231,金1 金3 20241231,諸富①
17,諸富（208号南側）,佐賀市清掃工場,月 木,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,諸富新村（208号南側）,佐賀市清掃工場,月 木,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,加与丁上,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,加与丁下,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,陣内,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,太田,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,土師,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,上大津,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,大津,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,下大津,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,千歳,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,福田（208号北側）,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,山領（208号北側）,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,野町（208号北側）,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,小杭（208号北側）,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,大堂渡端,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,大堂村,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,大堂津,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,橋津,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,徳富一区,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,徳富二区,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,諸富（208号北側）,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
17,諸富新村（208号北側）,佐賀市清掃工場,火 金,金1 金3 20241231,金2 金4,金2 金4,諸富②
